Trait,fpScoreSetID,ScoreSetCreationDate,fpNodeId,sampleNum,Value,Row,Column,line id,line name,packet_stemid,position,pot_stemid
Flowering Date,196,20180725,280793,1,20180806,20,10,215,REES,ST50PKT0YJB6,2D10,ST50PT0W2XL
Flowering Date,196,20180725,280794,1,20180810,20,11,73,KULIN,ST50PKT0YJB5,2D11,ST50PT0W41Y
Flowering Date,196,20180725,280795,1,20180815,20,12,133,VF519,ST50PKT0YJB4,2D12,ST50PT0W3MQ
Flowering Date,196,20180725,280796,1,20180831,21,1,206,MAROMBI,ST50PKT0YJB3,2.00E+01,ST50PT0W3BK
Flowering Date,196,20180725,280797,1,20180808,21,2,147,KRICHAUFF,ST50PKT0YJB2,2.00E+02,ST50PT0W3LL
Flowering Date,196,20180725,280798,1,20180813,21,3,285,MEXICO20,ST50PKT0YJB1,2.00E+03,ST50PT0W2RF
Flowering Date,196,20180725,280799,1,20180820,21,4,139,VH782,ST50PKT0YJB0,2.00E+04,ST50PT0W3JX
Flowering Date,196,20180725,280800,1,20180808,21,5,86,COBRA,ST50PKT0YJ9Z,2.00E+05,ST50PT0W3RY
Flowering Date,196,20180725,280801,1,20180830,21,6,89,LARK,ST50PKT0YJ9Y,2.00E+06,ST50PT0W3RD
Flowering Date,196,20180725,280802,1,20180730,21,7,246,WAAGAN,ST50PKT0YJ9X,2.00E+07,ST50PT0W317
Flowering Date,196,20180725,280803,1,20180808,21,8,215,REES,ST50PKT0YJ9W,2.00E+08,ST50PT0W2XK
Flowering Date,196,20180725,280804,1,20180906,21,9,74,ROSELLA,ST50PKT0YJ9V,2.00E+09,ST50PT0W41Q
Flowering Date,196,20180725,280805,1,20180822,21,10,110,EL240,ST50PKT0YJ9T,2.00E+10,ST50PT0W3XZ
Flowering Date,196,20180725,280808,1,20180903,22,1,32,KITE,ST50PKT0YJ9Q,2F1,ST50PT0W4CG
Flowering Date,196,20180725,280809,1,NA,22,2,72,VULCAN,ST50PKT0YJ9P,2F2,ST50PT0W423
Flowering Date,196,20180725,280812,1,20180924,22,5,90,CORRIGIN,ST50PKT0YJ9L,2F5,ST50PT0W3R6
Flowering Date,196,20180725,280813,1,20180808,22,6,262,WALLUP,ST50PKT0YJ9K,2F6,ST50PT0W2R1
Flowering Date,196,20180725,280814,1,20180906,22,7,237,SENTINEL,ST50PKT0YJ9J,2F7,ST50PT0W2ZR
Flowering Date,196,20180725,280815,1,20180822,22,8,239,ESPADA,ST50PKT0YJ9H,2F8,ST50PT0W2ZD
Flowering Date,196,20180725,280817,1,20180913,22,10,117,BARUNGA,ST50PKT0YJ9F,2F10,ST50PT0W3WM
Flowering Date,196,20180725,280819,1,20180815,22,12,192,BABBLER,ST50PKT0YJ9C,2F12,ST50PT0W36N
Flowering Date,196,20180725,280821,1,20180913,23,2,267,CHEYENNE,ST50PKT0YJ99,2G2,ST50PT0W2Q1
Flowering Date,196,20180725,280824,1,20180820,23,5,255,EGA_EAGLEHAWK,ST50PKT0YJ96,2G5,ST50PT0W2WM
Flowering Date,196,20180725,280827,1,20180808,23,8,238,AXE,ST50PKT0YJ93,2G8,ST50PT0W2ZK
Flowering Date,196,20180725,280830,1,20181011,23,11,245,ENDURE,ST50PKT0YJ90,2G11,ST50PT0W31F
Flowering Date,196,20180725,280831,1,20180806,23,12,132,SUNLAND,ST50PKT0YJ8Z,2G12,ST50PT0W3MW
Flowering Date,196,20180725,280832,1,20180810,24,1,39,EGRET,ST50PKT0YJ8Y,2H1,ST50PT0W4B4
Flowering Date,196,20180725,280833,1,20180815,24,2,18,DUNDEE,ST50PKT0YJ8X,2H2,ST50PT0W4G5
Flowering Date,196,20180725,280834,1,20180810,24,3,176,STURT,ST50PKT0YJ8W,2H3,ST50PT0W39S
Flowering Date,196,20180725,280835,1,20180808,24,4,58,OSPREY,ST50PKT0YJ8V,2H4,ST50PT0W3ZZ
Flowering Date,196,20180725,280836,1,20180830,24,5,130,SWIFT,ST50PKT0YJ8T,2H5,ST50PT0W3N8
Flowering Date,196,20180725,280837,1,20180906,24,6,22,OLYMPIC,ST50PKT0YJ8S,2H6,ST50PT0W4FD
Flowering Date,196,20180725,280838,1,20180813,24,7,111,OUYEN,ST50PKT0YJ8R,2H7,ST50PT0W3XT
Flowering Date,196,20180725,280839,1,20181008,24,8,23,YANDILLA,ST50PKT0YJ8Q,2H8,ST50PT0W4F7
Flowering Date,196,20180725,280840,1,20180827,24,9,231,YENDA,ST50PKT0YJ8P,2H9,ST50PT0W32K
Flowering Date,196,20180725,280841,1,20180808,24,10,209,QT7208,ST50PKT0YJ8N,2H10,ST50PT0W3B0
Flowering Date,196,20180725,280843,1,NA,24,12,5,GAZA,ST50PKT0YJ8L,2H12,ST50PT0W471
Flowering Date,196,20180725,280844,1,20180822,25,1,50,BINDAWARRA,ST50PKT0YJ8K,2I1,ST50PT0W44Q
Flowering Date,196,20180725,280845,1,20180813,25,2,64,WYUNA,ST50PKT0YJ8J,2I2,ST50PT0W43M
Flowering Date,196,20180725,280847,1,20180806,25,4,177,WORRAKATTA,ST50PKT0YJ8G,2I4,ST50PT0W39K
Flowering Date,196,20180725,280849,1,20180815,25,6,134,CURRAWONG,ST50PKT0YJ8D,2I6,ST50PT0W3MH
Flowering Date,196,20180725,280850,1,20180808,25,7,35,WW15,ST50PKT0YJ8C,2I7,ST50PT0W4BV
Flowering Date,196,20180725,280852,1,20180808,25,9,232,BARHAM,ST50PKT0YJ89,2I9,ST50PT0W32C
Flowering Date,196,20180725,280854,1,20180813,25,11,254,EGA_WILLS,ST50PKT0YJ87,2I11,ST50PT0W2WS
Flowering Date,196,20180725,280855,1,20180806,25,12,226,CARINYA,ST50PKT0YJ86,2I12,ST50PT0W33J
Flowering Date,196,20180725,280856,1,20180806,26,1,196,MIRA,ST50PKT0YJ85,2J1,ST50PT0W35V
Flowering Date,196,20180725,280858,1,20180730,26,3,234,KENNEDY,ST50PKT0YJ83,2J3,ST50PT0W31Z
Flowering Date,196,20180725,280860,1,20180815,26,5,74,ROSELLA,ST50PKT0YJ81,2J5,ST50PT0W41P
Flowering Date,196,20180725,280861,1,20180808,26,6,156,GOLDMARK,ST50PKT0YJ80,2J6,ST50PT0W3H8
Flowering Date,196,20180725,280862,1,20180824,26,7,12,SABRE,ST50PKT0YJ7Z,2J7,ST50PT0W48V
Flowering Date,196,20180725,280863,1,NA,26,8,257,SABEL_CL_PLUS,ST50PKT0YJ7Y,2J8,ST50PT0W2W5
Flowering Date,196,20180725,280863,1,20180910,26,8,257,SABEL_CL_PLUS,ST50PKT0YJ7Y,2J8,ST50PT0W2W5
Flowering Date,196,20180725,280864,1,NA,26,9,29,HALBERD,ST50PKT0YJ7X,2J9,ST50PT0W4D2
Flowering Date,196,20180725,280866,1,20180910,26,11,224,PUGSLEY,ST50PKT0YJ7V,2J11,ST50PT0W33V
Flowering Date,196,20180725,280868,1,20180808,27,1,73,KULIN,ST50PKT0YJ7S,2K1,ST50PT0W41X
Flowering Date,196,20180725,280869,1,20180801,27,2,118,ARNHEM,ST50PKT0YJ7R,2K2,ST50PT0W3WF
Flowering Date,196,20180725,280870,1,20181008,27,3,14,CURRAWA,ST50PKT0YJ7Q,2K3,ST50PT0W48G
Flowering Date,196,20180725,280871,1,20180808,27,4,140,TAILORBIRD,ST50PKT0YJ7P,2K4,ST50PT0W3JR
Flowering Date,196,20180725,280873,1,20180815,27,6,266,RAVEN,ST50PKT0YJ7M,2K6,ST50PT0W2Q7
Flowering Date,196,20180725,280874,1,20180829,27,7,7,NABAWA,ST50PKT0YJ7L,2K7,ST50PT0W46N
Flowering Date,196,20180725,280875,1,20180808,27,8,172,WHISTLER,ST50PKT0YJ7K,2K8,ST50PT0W3D5
Flowering Date,196,20180725,280876,1,20180827,27,9,83,MOLINEUX,ST50PKT0YJ7J,2K9,ST50PT0W3YB
Flowering Date,196,20180725,280877,1,20180808,27,10,203,LORIKEET,ST50PKT0YJ7H,2K10,ST50PT0W3C5
Flowering Date,196,20180725,280878,1,NA,27,11,93,SUNBRI,ST50PKT0YJ7G,2K11,ST50PT0W3TV
Flowering Date,196,20180725,280879,1,20180810,27,12,112,CASCADES,ST50PKT0YJ7F,2K12,ST50PT0W3XM
Flowering Date,196,20180725,280880,1,20180801,28,1,199,BROOKTON,ST50PKT0YJ7D,2L1,ST50PT0W35B
Flowering Date,196,20180725,280881,1,20180827,28,2,258,JUSTICA_CL_PLUS,ST50PKT0YJ7C,2L2,ST50PT0W2W0
Flowering Date,196,20180725,280882,1,20180808,28,3,209,QT7208,ST50PKT0YJ7B,2L3,ST50PT0W39Z
Flowering Date,196,20180725,280883,1,20180910,28,4,56,MATONG,ST50PKT0YJ79,2L4,ST50PT0W40C
Flowering Date,196,20180725,280884,1,20180815,28,5,281,WEDIN,ST50PKT0YJ78,2L5,ST50PT0W2S4
Flowering Date,196,20180725,280886,1,20180820,28,7,30,EAGLE,ST50PKT0YJ76,2L7,ST50PT0W4CW
Flowering Date,196,20180725,280887,1,20180824,28,8,60,DAGGER,ST50PKT0YJ75,2L8,ST50PT0W44D
Flowering Date,196,20180725,280888,1,20180822,28,9,187,ISRAEL493,ST50PKT0YJ74,2L9,ST50PT0W37N
Flowering Date,196,20180725,280889,1,20180831,28,10,281,WEDIN,ST50PKT0YJ73,2L10,ST50PT0W2S3
Flowering Date,196,20180725,280890,1,20180824,28,11,82,WILGOYNE,ST50PKT0YJ72,2L11,ST50PT0W3YK
Flowering Date,196,20180725,280891,1,20181008,28,12,167,PERSIA28,ST50PKT0YJ71,2L12,ST50PT0W3F4
Flowering Date,196,20180725,280892,1,20180813,29,1,265,DIRK,ST50PKT0YJ70,2M1,ST50PT0W2QG
Flowering Date,196,20180725,280893,1,20180806,29,2,88,JANZ,ST50PKT0YJ6Z,2M2,ST50PT0W3RK
Flowering Date,196,20180725,280894,1,20180806,29,3,48,MILLEWA,ST50PKT0YJ6Y,2M3,ST50PT0W455
Flowering Date,196,20180725,280895,1,20180924,29,4,116,FRAME,ST50PKT0YJ6X,2M4,ST50PT0W3WS
Flowering Date,196,20180725,280896,1,NA,29,5,228,LIVINGSTON,ST50PKT0YJ6W,2M5,ST50PT0W333
Flowering Date,196,20180725,280897,1,20180806,29,6,154,DIAMONDBIRD,ST50PKT0YJ6V,2M6,ST50PT0W3HN
Flowering Date,196,20180725,280898,1,20180927,29,7,61,BAYONET,ST50PKT0YJ6T,2M7,ST50PT0W448
Flowering Date,196,20180725,280899,1,20180924,29,8,1,FEDERATION,ST50PKT0YJ6S,2M8,ST50PT0W47T
Flowering Date,196,20180725,280900,1,20180808,29,9,72,VULCAN,ST50PKT0YJ6R,2M9,ST50PT0W422
Flowering Date,196,20180725,280901,1,20180808,29,10,203,LORIKEET,ST50PKT0YJ6Q,2M10,ST50PT0W3C4
Flowering Date,196,20180725,280902,1,20180903,29,11,124,SUNMIST,ST50PKT0YJ6P,2M11,ST50PT0W3V9
Flowering Date,196,20180725,280903,1,20180815,29,12,227,CORRELL,ST50PKT0YJ6N,2M12,ST50PT0W339
Flowering Date,196,20180725,280904,1,20180815,30,1,37,MARINGA,ST50PKT0YJ6M,2N1,ST50PT0W4BH
Flowering Date,196,20180725,280905,1,20180806,30,2,79,MORAY,ST50PKT0YJ6L,2N2,ST50PT0W3Z5
Flowering Date,196,20180725,280906,1,20180913,30,3,272,SUNECA,ST50PKT0YJ6K,2N3,ST50PT0W2TY
Flowering Date,196,20180725,280908,1,20180815,30,5,208,BRAEWOOD,ST50PKT0YJ6H,2N5,ST50PT0W3B7
Flowering Date,196,20180725,280909,1,20180831,30,6,137,DATATINE,ST50PKT0YJ6G,2N6,ST50PT0W3K9
Flowering Date,196,20180725,280910,1,20180808,30,7,82,WILGOYNE,ST50PKT0YJ6F,2N7,ST50PT0W3YJ
Flowering Date,196,20180725,280912,1,20180727,30,9,173,PBW343,ST50PKT0YJ6C,2N9,ST50PT0W3CX
Flowering Date,196,20180725,280915,1,20180808,30,12,253,AGT_KATANA,ST50PKT0YJ68,2N12,ST50PT0W2P6
Flowering Date,196,20180725,280916,1,20180801,31,1,91,REEVES,ST50PKT0YJ67,2O1,ST50PT0W3QZ
Flowering Date,196,20180725,280917,1,20180806,31,2,75,LOWAN,ST50PKT0YJ66,2O2,ST50PT0W41K
Flowering Date,196,20180725,280919,1,20180806,31,4,95,LILLIMUR,ST50PKT0YJ64,2O4,ST50PT0W3TG
Flowering Date,196,20180725,280920,1,20180808,31,5,88,JANZ,ST50PKT0YJ63,2O5,ST50PT0W3RJ
Flowering Date,196,20180725,280921,1,20180924,31,6,167,PERSIA28,ST50PKT0YJ62,2O6,ST50PT0W3F3
Flowering Date,196,20180725,280922,1,20180730,31,7,244,BUMPER,ST50PKT0YJ61,2O7,ST50PT0W31N
Flowering Date,196,20180725,280924,1,20180808,31,9,57,TAKARI,ST50PKT0YJ5Z,2O9,ST50PT0W406
Flowering Date,196,20180725,280925,1,NA,31,10,137,DATATINE,ST50PKT0YJ5Y,2O10,ST50PT0W3K8
Flowering Date,196,20180725,280926,1,20180808,31,11,36,SONORA_64,ST50PKT0YJ5X,2O11,ST50PT0W4BQ
Flowering Date,196,20180725,280927,1,20180808,31,12,284,SOKOLL,ST50PKT0YJ5W,2O12,ST50PT0W2RM
Flowering Date,196,20180725,280928,1,20180801,32,1,250,EGA_STAMPEDE,ST50PKT0YJ5V,2P1,ST50PT0W30F
Flowering Date,196,20180725,280929,1,NA,32,2,166,NAVARRE56,ST50PKT0YJ5T,2P2,ST50PT0W3FB
Flowering Date,196,20180725,280930,1,20180822,32,3,38,CONDOR,ST50PKT0YJ5S,2P3,ST50PT0W4BB
Flowering Date,196,20180725,280931,1,20180810,32,4,79,MORAY,ST50PKT0YJ5R,2P4,ST50PT0W3Z4
Flowering Date,196,20180725,280933,1,20180806,32,6,186,NYABING,ST50PKT0YJ5P,2P6,ST50PT0W37T
Flowering Date,196,20180725,280934,1,20181008,32,7,21,INSIGNIA,ST50PKT0YJ5N,2P7,ST50PT0W4FJ
Flowering Date,196,20180725,280935,1,20180927,32,8,167,PERSIA28,ST50PKT0YJ5M,2P8,ST50PT0W3F2
Flowering Date,196,20180725,280936,1,20180808,32,9,28,LANCER,ST50PKT0YJ5L,2P9,ST50PT0W4D7
Flowering Date,196,20180725,280939,1,20180813,32,12,25,WW80,ST50PKT0YJ5H,2P12,ST50PT0W4DV
Flowering Date,196,20180725,280940,1,20180810,33,1,269,GLUYAS_EARLY,ST50PKT0YJ5G,3A1,ST50PT0W2PM
Flowering Date,196,20180725,280941,1,20180813,33,2,22,OLYMPIC,ST50PKT0YJ5F,3A2,ST50PT0W4FC
Flowering Date,196,20180725,280942,1,20180801,33,3,65,SKUA,ST50PKT0YJ5D,3A3,ST50PT0W43G
Flowering Date,196,20180725,280943,1,20180806,33,4,109,ED135,ST50PKT0YJ5C,3A4,ST50PT0W3P3
Flowering Date,196,20180725,280944,1,20180727,33,5,275,WYALKATCHEM_HE,ST50PKT0YJ5B,3A5,ST50PT0W2TB
Flowering Date,196,20180725,280945,1,20181008,33,6,17,BENCUBBIN,ST50PKT0YJ59,3A6,ST50PT0W47Y
Flowering Date,196,20180725,280947,1,20180806,33,8,196,MIRA,ST50PKT0YJ57,3A8,ST50PT0W35T
Flowering Date,196,20180725,280948,1,20180725,33,9,174,ALPOWA,ST50PKT0YJ56,3A9,ST50PT0W3CR
Flowering Date,196,20180725,280949,1,20180822,33,10,10,PURPLE_STRAW,ST50PKT0YJ55,3A10,ST50PT0W499
Flowering Date,196,20180725,280950,1,20180730,33,11,236,EGA_KIDMAN,ST50PKT0YJ54,3A11,ST50PT0W2ZY
Flowering Date,196,20180725,280952,1,20180727,34,1,228,LIVINGSTON,ST50PKT0YJ52,3B1,ST50PT0W332
Flowering Date,196,20180725,280953,1,20180808,34,2,182,ANLACE,ST50PKT0YJ51,3B2,ST50PT0W38L
Flowering Date,196,20180725,280954,1,20180924,34,3,237,SENTINEL,ST50PKT0YJ50,3B3,ST50PT0W2ZQ
Flowering Date,196,20180725,280956,1,20180801,34,5,49,BANKS,ST50PKT0YJ3B,3B5,ST50PT0W44Y
Flowering Date,196,20180725,280957,1,20180801,34,6,233,BOLAC,ST50PKT0YJ39,3B6,ST50PT0W325
Flowering Date,196,20180725,280958,1,20180730,34,7,286,CMSS97MOO316S-OP20M-OP20Y-43M-0Y,ST50PKT0YJ38,3B7,ST50PT0W2R5
Flowering Date,196,20180725,280959,1,NA,34,8,45,TINCURRIN,ST50PKT0YJ37,3B8,ST50PT0W45Q
Flowering Date,196,20180725,280960,1,20180801,34,9,215,REES,ST50PKT0YJ36,3B9,ST50PT0W2XJ
Flowering Date,196,20180725,280961,1,20180806,34,10,229,EGA_EAGLE_ROCK,ST50PKT0YJ35,3B10,ST50PT0W32Y
Flowering Date,196,20180725,280962,1,20180727,34,11,157,SILVERSTAR,ST50PKT0YJ34,3B11,ST50PT0W3H1
Flowering Date,196,20180725,280963,1,20180927,34,12,60,DAGGER,ST50PKT0YJ33,3B12,ST50PT0W44C
Flowering Date,196,20180725,280964,1,20180801,35,1,42,VERANOPOLIS,ST50PKT0YJ32,3C1,ST50PT0W49J
Flowering Date,196,20180725,280965,1,20180725,35,2,106,PELSART,ST50PKT0YJ31,3C2,ST50PT0W3PP
Flowering Date,196,20180725,280966,1,20180808,35,3,182,ANLACE,ST50PKT0YJ30,3C3,ST50PT0W38K
Flowering Date,196,20180725,280968,1,20180927,35,5,59,SPEAR,ST50PKT0YJ2Y,3C5,ST50PT0W44L
Flowering Date,196,20180725,280970,1,NA,35,7,138,LEICHHARDT,ST50PKT0YJ2W,3C7,ST50PT0W3K3
Flowering Date,196,20180725,280971,1,20180730,35,8,147,KRICHAUFF,ST50PKT0YJ2V,3C8,ST50PT0W3LK
Flowering Date,196,20180725,280972,1,20180801,35,9,132,SUNLAND,ST50PKT0YJ2T,3C9,ST50PT0W3MV
Flowering Date,196,20180725,280973,1,20180808,35,10,190,LANG,ST50PKT0YJ2S,3C10,ST50PT0W371
Flowering Date,196,20180725,280974,1,20180725,35,11,282,YANDANOOKA,ST50PKT0YJ2R,3C11,ST50PT0W2S0
Flowering Date,196,20180725,280975,1,20180806,35,12,254,EGA_WILLS,ST50PKT0YJ2Q,3C12,ST50PT0W2WR
Flowering Date,196,20180725,280978,1,20180808,36,3,81,YARRALINKA,ST50PKT0YJ2M,3D3,ST50PT0W3YR
Flowering Date,196,20180725,280979,1,20180806,36,4,98,EXCALIBUR,ST50PKT0YJ2L,3D4,ST50PT0W3SV
Flowering Date,196,20180725,280980,1,20180806,36,5,119,RAC655,ST50PKT0YJ2K,3D5,ST50PT0W3W7
Flowering Date,196,20180725,280981,1,20180730,36,6,198,WESTONIA,ST50PKT0YJ2J,3D6,ST50PT0W35H
Flowering Date,196,20180725,280982,1,20180815,36,7,40,MADDEN,ST50PKT0YJ2H,3D7,ST50PT0W49Y
Flowering Date,196,20180725,280983,1,20180725,36,8,225,H46,ST50PKT0YJ2G,3D8,ST50PT0W33Q
Flowering Date,196,20180725,280984,1,20180829,36,9,32,KITE,ST50PKT0YJ2F,3D9,ST50PT0W4CF
Flowering Date,196,20180725,280985,1,20180927,36,10,90,CORRIGIN,ST50PKT0YJ2D,3D10,ST50PT0W3R5
Flowering Date,196,20180725,280986,1,20180808,36,11,119,RAC655,ST50PKT0YJ2C,3D11,ST50PT0W3W6
Flowering Date,196,20180725,280987,1,20180906,36,12,272,SUNECA,ST50PKT0YJ2B,3D12,ST50PT0W2TX
Flowering Date,196,20180725,280988,1,20180801,37,1,278,KING_ROCK,ST50PKT0YJ29,3.00E+01,ST50PT0W2SR
Flowering Date,196,20180725,280989,1,20180806,37,2,278,KING_ROCK,ST50PKT0YJ28,3.00E+02,ST50PT0W2SQ
Flowering Date,196,20180725,280990,1,20180806,37,3,175,MULGARA,ST50PKT0YJ27,3.00E+03,ST50PT0W3CK
Flowering Date,196,20180725,280992,1,20180824,37,5,124,SUNMIST,ST50PKT0YJ25,3.00E+05,ST50PT0W3V8
Flowering Date,196,20180725,280993,1,20180924,37,6,21,INSIGNIA,ST50PKT0YJ24,3.00E+06,ST50PT0W4FH
Flowering Date,196,20180725,280994,1,20180815,37,7,196,MIRA,ST50PKT0YJ23,3.00E+07,ST50PT0W35S
Flowering Date,196,20180725,280995,1,20180806,37,8,56,MATONG,ST50PKT0YJ22,3.00E+08,ST50PT0W40B
Flowering Date,196,20180725,280996,1,20180730,37,9,230,TAMMARIN_ROCK,ST50PKT0YJ21,3.00E+09,ST50PT0W32R
Flowering Date,196,20180725,280997,1,20180806,37,10,106,PELSART,ST50PKT0YJ20,3.00E+10,ST50PT0W3PN
Flowering Date,196,20180725,280998,1,20180806,37,11,48,MILLEWA,ST50PKT0YJ1Z,3.00E+11,ST50PT0W454
Flowering Date,196,20180725,280999,1,20180808,37,12,65,SKUA,ST50PKT0YJ1Y,3.00E+12,ST50PT0W43F
Flowering Date,196,20180725,281000,1,20180730,38,1,99,ANGAS,ST50PKT0YJ1X,3F1,ST50PT0W3SP
Flowering Date,196,20180725,281001,1,20180806,38,2,156,GOLDMARK,ST50PKT0YJ1W,3F2,ST50PT0W3H7
Flowering Date,196,20180725,281002,1,20180730,38,3,278,KING_ROCK,ST50PKT0YJ1V,3F3,ST50PT0W2SP
Flowering Date,196,20180725,281003,1,20180815,38,4,39,EGRET,ST50PKT0YJ1T,3F4,ST50PT0W4B3
Flowering Date,196,20180725,281004,1,20180921,38,5,167,PERSIA28,ST50PKT0YJ1S,3F5,ST50PT0W3F1
Flowering Date,196,20180725,281005,1,20180810,38,6,80,TATIARA,ST50PKT0YJ1R,3F6,ST50PT0W3YZ
Flowering Date,196,20180725,281006,1,20180810,38,7,53,BODALLIN,ST50PKT0YJ4Y,3F7,ST50PT0W40Y
Flowering Date,196,20180725,281007,1,20180815,38,8,136,TAMMIN,ST50PKT0YJ4X,3F8,ST50PT0W3KH
Flowering Date,196,20180725,281008,1,20180910,38,9,9,PITIC_62,ST50PKT0YJ4W,3F9,ST50PT0W468
Flowering Date,196,20180725,281009,1,20180906,38,10,276,BINNU,ST50PKT0YJ4V,3F10,ST50PT0W2T5
Flowering Date,196,20180725,281010,1,20181008,38,11,245,ENDURE,ST50PKT0YJ4T,3F11,ST50PT0W31D
Flowering Date,196,20180725,281011,1,20180924,38,12,277,HARPER,ST50PKT0YJ4S,3F12,ST50PT0W2SX
Flowering Date,196,20180725,281012,1,20180806,39,1,200,FROST_RESISTANT_(RUDY),ST50PKT0YJ4R,3G1,ST50PT0W353
Flowering Date,196,20180725,281013,1,20180827,39,2,90,CORRIGIN,ST50PKT0YJ4Q,3G2,ST50PT0W3R4
Flowering Date,196,20180725,281014,1,20180808,39,3,268,FRONTANA,ST50PKT0YJ4P,3G3,ST50PT0W2PT
Flowering Date,196,20180725,281015,1,20180806,39,4,200,FROST_RESISTANT_(RUDY),ST50PKT0YJ4N,3G4,ST50PT0W352
Flowering Date,196,20180725,281016,1,20180806,39,5,107,BEULAH,ST50PKT0YJ4M,3G5,ST50PT0W3PH
Flowering Date,196,20180725,281017,1,20180913,39,6,104,BD231,ST50PKT0YJ4L,3G6,ST50PT0W3Q3
Flowering Date,196,20180725,281018,1,20180727,39,7,230,TAMMARIN_ROCK,ST50PKT0YJ4K,3G7,ST50PT0W32Q
Flowering Date,196,20180725,281019,1,20180827,39,8,179,BOWIE,ST50PKT0YJ4J,3G8,ST50PT0W396
Flowering Date,196,20180725,281020,1,20180808,39,9,133,VF519,ST50PKT0YJ4H,3G9,ST50PT0W3MP
Flowering Date,196,20180725,281022,1,20181011,39,11,7,NABAWA,ST50PKT0YJ4F,3G11,ST50PT0W46M
Flowering Date,196,20180725,281023,1,20180801,39,12,99,ANGAS,ST50PKT0YJ4D,3G12,ST50PT0W3SN
Flowering Date,196,20180725,281025,1,20180808,40,2,284,SOKOLL,ST50PKT0YJ4B,3H2,ST50PT0W2RL
Flowering Date,196,20180725,281026,1,NA,40,3,221,EGA_CASTLE_ROCK,ST50PKT0YJ49,3H3,ST50PT0W34F
Flowering Date,196,20180725,281028,1,20180806,40,5,199,BROOKTON,ST50PKT0YJ47,3H5,ST50PT0W359
Flowering Date,196,20180725,281029,1,20180801,40,6,86,COBRA,ST50PKT0YJ46,3H6,ST50PT0W3RX
Flowering Date,196,20180725,281030,1,20181008,40,7,7,NABAWA,ST50PKT0YJ45,3H7,ST50PT0W46L
Flowering Date,196,20180725,281032,1,20180808,40,9,280,TROJAN,ST50PKT0YJ43,3H9,ST50PT0W2SC
Flowering Date,196,20180725,281033,1,NA,40,10,49,BANKS,ST50PKT0YJ42,3H10,ST50PT0W44X
Flowering Date,196,20180725,281034,1,NA,40,11,4,GABO,ST50PKT0YJ41,3H11,ST50PT0W475
Flowering Date,196,20180725,281035,1,20180730,40,12,184,ARRINO,ST50PKT0YJ40,3H12,ST50PT0W386
Flowering Date,196,20180725,281036,1,20180815,41,1,24,INDIAN_G,ST50PKT0YJ3Z,3I1,ST50PT0W4F1
Flowering Date,196,20180725,281037,1,20180808,41,2,19,ETAWAH,ST50PKT0YJ3Y,3I2,ST50PT0W4FY
Flowering Date,196,20180725,281038,1,20180808,41,3,198,WESTONIA,ST50PKT0YJ3X,3I3,ST50PT0W35G
Flowering Date,196,20180725,281039,1,NA,41,4,14,CURRAWA,ST50PKT0YJ3W,3I4,ST50PT0W48F
Flowering Date,196,20180725,281040,1,20180827,41,5,64,WYUNA,ST50PKT0YJ3V,3I5,ST50PT0W43L
Flowering Date,196,20180725,281041,1,20180801,41,6,203,LORIKEET,ST50PKT0YJ3T,3I6,ST50PT0W3C3
Flowering Date,196,20180725,281042,1,20180921,41,7,60,DAGGER,ST50PKT0YJ3S,3I7,ST50PT0W44B
Flowering Date,196,20180725,281043,1,20180913,41,8,113,BD159,ST50PKT0YJ3R,3I8,ST50PT0W3XD
Flowering Date,196,20180725,281045,1,20180808,41,10,86,COBRA,ST50PKT0YJ3P,3I10,ST50PT0W3RW
Flowering Date,196,20180725,281046,1,20180727,41,11,238,AXE,ST50PKT0YJ3N,3I11,ST50PT0W2ZJ
Flowering Date,196,20180725,281047,1,20180921,41,12,11,RANEE,ST50PKT0YJ3M,3I12,ST50PT0W491
Flowering Date,196,20180725,281048,1,20180801,42,1,221,EGA_CASTLE_ROCK,ST50PKT0YJ3L,3J1,ST50PT0W34D
Flowering Date,196,20180725,281049,1,20180921,42,2,207,YITPI,ST50PKT0YJ3K,3J2,ST50PT0W3BB
Flowering Date,196,20180725,281050,1,20180801,42,3,235,EGA_BURKE,ST50PKT0YJ3J,3J3,ST50PT0W31S
Flowering Date,196,20180725,281051,1,20180831,42,4,12,SABRE,ST50PKT0YJ3H,3J4,ST50PT0W48T
Flowering Date,196,20180725,281052,1,20181008,42,5,241,MERINDA,ST50PKT0YJ3G,3J5,ST50PT0W2YZ
Flowering Date,196,20180725,281053,1,20180808,42,6,185,CALINGIRI,ST50PKT0YJ3F,3J6,ST50PT0W380
Flowering Date,196,20180725,281054,1,20180822,42,7,155,SNIPE,ST50PKT0YJ3D,3J7,ST50PT0W3HG
Flowering Date,196,20180725,281055,1,NA,42,8,104,BD231,ST50PKT0YJ3C,3J8,ST50PT0W3Q2
Flowering Date,196,20180725,281056,1,20180921,42,9,240,MAGENTA,ST50PKT0YHYH,3J9,ST50PT0W2Z6
Flowering Date,196,20180725,281057,1,20180808,42,10,235,EGA_BURKE,ST50PKT0YHYG,3J10,ST50PT0W31R
Flowering Date,196,20180725,281058,1,20180822,42,11,237,SENTINEL,ST50PKT0YHYF,3J11,ST50PT0W2ZP
Flowering Date,196,20180725,281059,1,20180730,42,12,221,EGA_CASTLE_ROCK,ST50PKT0YHYD,3J12,ST50PT0W34C
