fpNodeId,Row,Column,line id,line name,packet_stemid,position,pot_stemid,Flowering Date_20180524.40.1,Flowering Date_20180725.15.1,Flowering Date_20180817.2.1,final leaf number_20180524.41.1,final leaf number_20181204.26.1,final leaf number_20181210.31.1,spikelet number_20180524.42.1,spikelet number_20181204.27.1,spikelet number_20181210.32.1,Height_20180524.43.1,Height_20181204.28.1,Height_20181210.33.1,tillers_20180524.44.1,tillers_20181204.29.1,tillers_20181210.34.1,empty spikelets_20180524.45.1,empty spikelets_20181204.30.1,empty spikelets_20181210.35.1,Spike Length_20181122.59.1,Spike Length_20181204.31.1,Spike Length_20181210.36.1,Photo_20181129.60.1,Photo_20181204.32.1,seed weight_20190208.65.1,plant_date_20190318.1.1,vern_end_date_20190318.1.1
280974,35,11,282,YANDANOOKA,ST50PKT0YJ2R,3C11,ST50PT0W2S0,,20180725,,7,,,15,,,446,,,1,,,4,,,58,,,,,0.69,20180413,20180613
280975,35,12,254,EGA_WILLS,ST50PKT0YJ2Q,3C12,ST50PT0W2WR,,20180806,,9,,,17,,,318,,,2,,,2,,,74,,,,,0.6,20180413,20180613
280976,36,1,41,MERLIN,ST50PKT0YJ2P,3D1,ST50PT0W49P,,,,NA,,,20,,,370,,,4,,,2,,,85,,,,,1.32,20180413,20180613
280977,36,2,274,TENNANT,ST50PKT0YJ2N,3D2,ST50PT0W2TH,,,,NA,,,19,,,340,,,7,,,1,,,76,,,,,NA,20180413,20180613
280978,36,3,81,YARRALINKA,ST50PKT0YJ2M,3D3,ST50PT0W3YR,,20180808,,NA,,,13,,,232,,,2,,,3,,,44,,,,,0.4,20180413,20180613
280979,36,4,98,EXCALIBUR,ST50PKT0YJ2L,3D4,ST50PT0W3SV,,20180806,,NA,,,10,,,212,,,2,,,3,,,50,,,,,0.57,20180413,20180613
280980,36,5,119,RAC655,ST50PKT0YJ2K,3D5,ST50PT0W3W7,,20180806,,8,,,16,,,432,,,1,,,0,,,78,,,,,2.09,20180413,20180613
280981,36,6,198,WESTONIA,ST50PKT0YJ2J,3D6,ST50PT0W35H,,20180730,,7,,,15,,,250,,,1,,,4,,,54,,,,,0.39,20180413,20180613
280982,36,7,40,MADDEN,ST50PKT0YJ2H,3D7,ST50PT0W49Y,,20180815,,NA,,,19,,,465,,,4,,,0,,,85,,,,,3.19,20180413,20180613
280983,36,8,225,H46,ST50PKT0YJ2G,3D8,ST50PT0W33Q,,20180725,,7,,,10,,,368,,,2,,,1,,,55,,,,,1.33,20180413,20180613
280984,36,9,32,KITE,ST50PKT0YJ2F,3D9,ST50PT0W4CF,,20180829,,NA,,,18,,,252,,,2,,,4,,,76,,,,,0.72,20180413,20180613
280985,36,10,90,CORRIGIN,ST50PKT0YJ2D,3D10,ST50PT0W3R5,,20180927,,6,,,11,,,214,,,2,,,1,,,31,,,,,1.05,20180413,20180613
280986,36,11,119,RAC655,ST50PKT0YJ2C,3D11,ST50PT0W3W6,,20180808,,8,,,17,,,409,,,1,,,1,,,77,,,,,0.94,20180413,20180613
280987,36,12,272,SUNECA,ST50PKT0YJ2B,3D12,ST50PT0W2TX,,20180906,,8,,,20,,,415,,,7,,,0,,,79,,,,,9.88,20180413,20180613
280988,37,1,278,KING_ROCK,ST50PKT0YJ29,3.00E+01,ST50PT0W2SR,,20180801,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,,,NA,20180413,20180613
280989,37,2,278,KING_ROCK,ST50PKT0YJ28,3.00E+02,ST50PT0W2SQ,,20180806,,8,,,,,,,,,,,,,,,,,,,,1.37,20180413,20180613
280990,37,3,175,MULGARA,ST50PKT0YJ27,3.00E+03,ST50PT0W3CK,,20180806,,NA,,,15,,,212,,,3,,,3,,,52,,,,,0.68,20180413,20180613
280991,37,4,83,MOLINEUX,ST50PKT0YJ26,3.00E+04,ST50PT0W3Y9,,,20180817,8,,,20,,,385,,,3,,,3,,,83,,,,,2.67,20180413,20180613
280992,37,5,124,SUNMIST,ST50PKT0YJ25,3.00E+05,ST50PT0W3V8,,20180824,,7,,,20,,,355,,,3,,,5,,,75,,,,,2.39,20180413,20180613
280993,37,6,21,INSIGNIA,ST50PKT0YJ24,3.00E+06,ST50PT0W4FH,,20180924,,10,,,17,,,450,,,4,,,2,,,69,,,,,4.09,20180413,20180613
280994,37,7,196,MIRA,ST50PKT0YJ23,3.00E+07,ST50PT0W35S,,20180815,,9,,,16,,,176,,,3,,,2,,,60,,,,,2.32,20180413,20180613
280995,37,8,56,MATONG,ST50PKT0YJ22,3.00E+08,ST50PT0W40B,,20180806,,10,,,22,,,390,,,4,,,6,,,69,,,,,7.46,20180413,20180613
280996,37,9,230,TAMMARIN_ROCK,ST50PKT0YJ21,3.00E+09,ST50PT0W32R,,20180730,,7,,,6,,,228,,,2,,,0,,,45,,,,,1.38,20180413,20180613
280997,37,10,106,PELSART,ST50PKT0YJ20,3.00E+10,ST50PT0W3PN,,20180806,,7,,,14,,,312,,,3,,,2,,,57,,,,,1.35,20180413,20180613
280998,37,11,48,MILLEWA,ST50PKT0YJ1Z,3.00E+11,ST50PT0W454,,20180806,,7,,,14,,,250,,,1,,,1,,,61,,,,,0.65,20180413,20180613
280999,37,12,65,SKUA,ST50PKT0YJ1Y,3.00E+12,ST50PT0W43F,,20180808,,8,,,18,,,264,,,3,,,2,,,60,,,,,1.42,20180413,20180613
281000,38,1,99,ANGAS,ST50PKT0YJ1X,3F1,ST50PT0W3SP,,20180730,,,,,,,,,,,6,,,,,,,,,,,2.23,20180413,20180613
281001,38,2,156,GOLDMARK,ST50PKT0YJ1W,3F2,ST50PT0W3H7,,20180806,,8,,,18,,,444,,,3,,,2,,,81,,,,,1.97,20180413,20180613
281002,38,3,278,KING_ROCK,ST50PKT0YJ1V,3F3,ST50PT0W2SP,,20180730,,7,,,13,,,294,,,3,,,1,,,64,,,,,1.4,20180413,20180613
281003,38,4,39,EGRET,ST50PKT0YJ1T,3F4,ST50PT0W4B3,,20180815,,6,,,18,,,444,,,7,,,2,,,74,,,,,3.48,20180413,20180613
281004,38,5,167,PERSIA28,ST50PKT0YJ1S,3F5,ST50PT0W3F1,,20180921,,11,,,21,,,689,,,4,,,2,,,100,,,,,4.87,20180413,20180613
281005,38,6,80,TATIARA,ST50PKT0YJ1R,3F6,ST50PT0W3YZ,,20180810,,7,,,19,,,364,,,5,,,1,,,78,,,,,3.42,20180413,20180613
281006,38,7,53,BODALLIN,ST50PKT0YJ4Y,3F7,ST50PT0W40Y,,20180810,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,,,NA,20180413,20180613
281007,38,8,136,TAMMIN,ST50PKT0YJ4X,3F8,ST50PT0W3KH,,20180815,,7,,,15,,,294,,,5,,,4,,,44,,,,,1.24,20180413,20180613
281008,38,9,9,PITIC_62,ST50PKT0YJ4W,3F9,ST50PT0W468,,20180910,,7,,,17,,,260,,,3,,,7,,,50,,,,,1.78,20180413,20180613
281009,38,10,276,BINNU,ST50PKT0YJ4V,3F10,ST50PT0W2T5,,20180906,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,,,NA,20180413,20180613
281010,38,11,245,ENDURE,ST50PKT0YJ4T,3F11,ST50PT0W31D,,20181008,,11,,,18,,,305,,,4,,,5,,,86,,,,,4.77,20180413,20180613
281011,38,12,277,HARPER,ST50PKT0YJ4S,3F12,ST50PT0W2SX,,20180924,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,,,6.98,20180413,20180613
281012,39,1,200,FROST_RESISTANT_(RUDY),ST50PKT0YJ4R,3G1,ST50PT0W353,,20180806,,7,,,15,,,210,,,3,,,0,,,50,,,,,1.43,20180413,20180613
281013,39,2,90,CORRIGIN,ST50PKT0YJ4Q,3G2,ST50PT0W3R4,,20180827,,8,,,16,,,311,,,5,,,3,,,40,,,,,5.87,20180413,20180613
281014,39,3,268,FRONTANA,ST50PKT0YJ4P,3G3,ST50PT0W2PT,,20180808,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,,,NA,20180413,20180613
281015,39,4,200,FROST_RESISTANT_(RUDY),ST50PKT0YJ4N,3G4,ST50PT0W352,,20180806,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,,,0.64,20180413,20180613
281016,39,5,107,BEULAH,ST50PKT0YJ4M,3G5,ST50PT0W3PH,,20180806,,8,,,17,,,310,,,6,,,3,,,72,,,,,2.38,20180413,20180613
281017,39,6,104,BD231,ST50PKT0YJ4L,3G6,ST50PT0W3Q3,,20180913,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,,,4.35,20180413,20180613
281018,39,7,230,TAMMARIN_ROCK,ST50PKT0YJ4K,3G7,ST50PT0W32Q,,20180727,,6,,,10,,,361,,,3,,,2,,,54,,,,,1.64,20180413,20180613
281019,39,8,179,BOWIE,ST50PKT0YJ4J,3G8,ST50PT0W396,,20180827,,7,,,19,,,363,,,3,,,2,,,78,,,,,2.78,20180413,20180613
281020,39,9,133,VF519,ST50PKT0YJ4H,3G9,ST50PT0W3MP,,20180808,,8,,,17,,,362,,,2,,,2,,,68,,,,,1.3,20180413,20180613
281021,39,10,149,DALMATIA5,ST50PKT0YJ4G,3G10,ST50PT0W3L6,,,,NA,,,16,,,850,,,1,,,1,,,96,,,,,3.44,20180413,20180613
281022,39,11,7,NABAWA,ST50PKT0YJ4F,3G11,ST50PT0W46M,,20181011,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,,,2.79,20180413,20180613
281023,39,12,99,ANGAS,ST50PKT0YJ4D,3G12,ST50PT0W3SN,,20180801,,7,,,12,,,500,,,5,,,2,,,58,,,,,1.28,20180413,20180613
281024,40,1,101,WEAVER,ST50PKT0YJ4C,3H1,ST50PT0W3QN,,,20180817,8,,,17,,,238,,,3,,,1,,,90,,,,,0.49,20180413,20180613
281025,40,2,284,SOKOLL,ST50PKT0YJ4B,3H2,ST50PT0W2RL,,20180808,,9,,,13,,,746,,,3,,,0,,,88,,,,,2.41,20180413,20180613
281026,40,3,221,EGA_CASTLE_ROCK,ST50PKT0YJ49,3H3,ST50PT0W34F,,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,,,NA,20180413,20180613
281027,40,4,160,INDIA3,ST50PKT0YJ48,3H4,ST50PT0W3GG,,,,NA,,,18,,,440,,,8,,,2,,,185,,,,,9.93,20180413,20180613
281028,40,5,199,BROOKTON,ST50PKT0YJ47,3H5,ST50PT0W359,,20180806,,8,,,14,,,352,,,3,,,1,,,63,,,,,1.73,20180413,20180613
281029,40,6,86,COBRA,ST50PKT0YJ46,3H6,ST50PT0W3RX,,20180801,,7,,,18,,,266,,,2,,,3,,,68,,,,,1.53,20180413,20180613
281030,40,7,7,NABAWA,ST50PKT0YJ45,3H7,ST50PT0W46L,,20181008,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,,,4.03,20180413,20180613
281031,40,8,161,ITALY29,ST50PKT0YJ44,3H8,ST50PT0W3G7,,,,12,,,20,,,675,,,2,,,4,,,110,,,,,2.3,20180413,20180613
281032,40,9,280,TROJAN,ST50PKT0YJ43,3H9,ST50PT0W2SC,,20180808,,8,,,17,,,470,,,2,,,2,,,76,,,,,2.48,20180413,20180613
281033,40,10,49,BANKS,ST50PKT0YJ42,3H10,ST50PT0W44X,,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,,,NA,20180413,20180613
281034,40,11,4,GABO,ST50PKT0YJ41,3H11,ST50PT0W475,,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,,,NA,20180413,20180613
281035,40,12,184,ARRINO,ST50PKT0YJ40,3H12,ST50PT0W386,,20180730,,7,,,16,,,415,,,3,,,2,,,58,,,,,2.02,20180413,20180613
281036,41,1,24,INDIAN_G,ST50PKT0YJ3Z,3I1,ST50PT0W4F1,,20180815,,,7,,,14,,,275,,,3,,,14,,,14,,,NA,1.66,20180413,20180613
281037,41,2,19,ETAWAH,ST50PKT0YJ3Y,3I2,ST50PT0W4FY,,20180808,,,8,,,16,,,322,,,4,,,1,,,60,,,NA,1.66,20180413,20180613
281038,41,3,198,WESTONIA,ST50PKT0YJ3X,3I3,ST50PT0W35G,,20180808,,,8,,,16,,,250,,,3,,,,,,65,,,,1.69,20180413,20180613
281039,41,4,14,CURRAWA,ST50PKT0YJ3W,3I4,ST50PT0W48F,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,NA,20180413,20180613
281040,41,5,64,WYUNA,ST50PKT0YJ3V,3I5,ST50PT0W43L,,20180827,,NA,8,,22,17,,420,305,,2,2,,2,4,,85,60,,,NA,7.38,20180413,20180613
281041,41,6,203,LORIKEET,ST50PKT0YJ3T,3I6,ST50PT0W3C3,,20180801,,,,,,,,,,,,,,,,,,,,,,1.19,20180413,20180613
281042,41,7,60,DAGGER,ST50PKT0YJ3S,3I7,ST50PT0W44B,,20180921,,NA,,,16,,,470,,,0,,,5,,,68,,,,,0.77,20180413,20180613
281043,41,8,113,BD159,ST50PKT0YJ3R,3I8,ST50PT0W3XD,,20180913,,,8,,,21,,,365,,,3,,,19,,,66,,,NA,2.92,20180413,20180613
281044,41,9,180,CAMM,ST50PKT0YJ3Q,3I9,ST50PT0W38Z,,,20180917,,11,,,19,,,469,,,3,,,,,,68,,,,5.3,20180413,20180613
281045,41,10,86,COBRA,ST50PKT0YJ3P,3I10,ST50PT0W3RW,,20180808,,,8,,,65,,,420,,,2,,,3,,,6,,,NA,2.17,20180413,20180613
281046,41,11,238,AXE,ST50PKT0YJ3N,3I11,ST50PT0W2ZJ,,20180727,,,6,,,1,,,375,,,3,,,1,,,55,,,NA,2.78,20180413,20180613
281047,41,12,11,RANEE,ST50PKT0YJ3M,3I12,ST50PT0W491,,20180921,,,11,,,19,,,505,,,4,,,,,,85,,,,2.55,20180413,20180613
281048,42,1,221,EGA_CASTLE_ROCK,ST50PKT0YJ3L,3J1,ST50PT0W34D,,20180801,,,8,,,12,,,336,,,10,,,3,,,50,,,NA,6.49,20180413,20180613
281049,42,2,207,YITPI,ST50PKT0YJ3K,3J2,ST50PT0W3BB,,20180921,,13,,,23,,,500,,,6,,,5,,,86,,,,,9.79,20180413,20180613
281050,42,3,235,EGA_BURKE,ST50PKT0YJ3J,3J3,ST50PT0W31S,,20180801,,,8,,,17,,,593,,,2,,,2,,,70,,,NA,1.77,20180413,20180613
281051,42,4,12,SABRE,ST50PKT0YJ3H,3J4,ST50PT0W48T,,20180831,,,9,,,15,,,333,,,1,,,4,,,54,,,NA,1.01,20180413,20180613
281052,42,5,241,MERINDA,ST50PKT0YJ3G,3J5,ST50PT0W2YZ,,20181008,,NA,,,22,,,420,,,4,,,4,,,75,,,,,5.93,20180413,20180613
281053,42,6,185,CALINGIRI,ST50PKT0YJ3F,3J6,ST50PT0W380,,20180808,,,8,,,17,,,310,,,6,,,,,,55,,,,2.36,20180413,20180613
281054,42,7,155,SNIPE,ST50PKT0YJ3D,3J7,ST50PT0W3HG,,20180822,,,8,,,16,,,455,,,7,,,16,,,89,,,NA,4.97,20180413,20180613
281055,42,8,104,BD231,ST50PKT0YJ3C,3J8,ST50PT0W3Q2,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,0.83,20180413,20180613
281056,42,9,240,MAGENTA,ST50PKT0YHYH,3J9,ST50PT0W2Z6,,20180921,,NA,,,16,,,290,,,2,,,3,,,50,,,,,NA,20180413,20180613
281057,42,10,235,EGA_BURKE,ST50PKT0YHYG,3J10,ST50PT0W31R,,20180808,,,8,,,21,,,520,,,3,,,2,,,80,,,NA,1.96,20180413,20180613
281058,42,11,237,SENTINEL,ST50PKT0YHYF,3J11,ST50PT0W2ZP,,20180822,,,7,,,17,,,318,,,8,,,2,,,87,,,NA,11.82,20180413,20180613
281059,42,12,221,EGA_CASTLE_ROCK,ST50PKT0YHYD,3J12,ST50PT0W34C,,20180730,,,8,,,12,,,435,,,16,,,3,,,53,,,NA,4.45,20180413,20180613
281060,43,1,174,ALPOWA,ST50PKT0YHYC,3K1,ST50PT0W3CQ,,20180730,,,7,,,17,,,450,,,2,,,4,,,70,,,NA,2.08,20180413,20180613
281061,43,2,114,DD118,ST50PKT0YHYB,3K2,ST50PT0W3X6,,20180822,,,8,,,21,,,435,,,7,,,19,,,75,,,NA,6.76,20180413,20180613
281062,43,3,117,BARUNGA,ST50PKT0YHY9,3K3,ST50PT0W3WL,,20180808,,,8,,,18,,,362,,,8,,,3,,,72,,,NA,2.92,20180413,20180613
281063,43,4,102,BABAX,ST50PKT0YHY8,3K4,ST50PT0W3QC,,20180808,,,9,,,20,,,560,,,7,,,2,,,100,,,NA,3.94,20180413,20180613
281064,43,5,224,PUGSLEY,ST50PKT0YHY7,3K5,ST50PT0W33T,,20181008,,13,,,20,,,470,,,5,,,4,,,87,,,,,7.91,20180413,20180613
281065,43,6,93,SUNBRI,ST50PKT0YHY6,3K6,ST50PT0W3TT,,20180927,,,10,,,17,,,370,,,9,,,5,,,60,,,NA,3.78,20180413,20180613
281066,43,7,118,ARNHEM,ST50PKT0YHY5,3K7,ST50PT0W3WD,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,NA,20180413,20180613
281067,43,8,43,OXLEY,ST50PKT0YHY4,3K8,ST50PT0W464,,20180822,,NA,7,,19,17,,370,415,,5,4,,2,4,,72,73,,,NA,1.71,20180413,20180613
281068,43,9,173,PBW343,ST50PKT0YHY3,3K9,ST50PT0W3CW,,20180801,,,,,,,,,,,,,,,,,,,,,,2.01,20180413,20180613
281069,43,10,152,FRANCE29,ST50PKT0YHY2,3K10,ST50PT0W3HZ,,,,13,,,22,,,770,,,2,,,1,,,70,,,,,4.31,20180413,20180613
281070,43,11,163,POLAND1,ST50PKT0YHY1,3K11,ST50PT0W3FV,,,,NA,,,21,,,830,,,4,,,3,,,160,,,,,4.99,20180413,20180613
281071,43,12,159,INDIA278,ST50PKT0YHY0,3K12,ST50PT0W3GN,,,,13,,,21,,,760,,,7,,,1,,,100,,,,,5.9,20180413,20180613
281072,44,1,258,JUSTICA_CL_PLUS,ST50PKT0YHXZ,3L1,ST50PT0W2VZ,,20180815,,,8,,,17,,,395,,,3,,,3,,,70,,,NA,2.24,20180413,20180613
281073,44,2,8,ORION,ST50PKT0YHXY,3L2,ST50PT0W46G,,20180808,,,8,,,20,,,605,,,4,,,3,,,90,,,NA,5.88,20180413,20180613
281074,44,3,276,BINNU,ST50PKT0YHXX,3L3,ST50PT0W2T4,,20180827,,NA,,,18,,,400,,,9,,,1,,,80,,,,,7.6,20180413,20180613
281075,44,4,191,STRZELECKI,ST50PKT0YHXW,3L4,ST50PT0W36V,,20180903,20180817,NA,,,16,,,540,,,1,,,3,,,76,,,,,1.67,20180413,20180613
281076,44,5,68,CRANBROOK,ST50PKT0YHXV,3L5,ST50PT0W42X,,20180903,,8,,,20,,,330,,,10,,,2,,,70,,,,,3.59,20180413,20180613
281077,44,6,53,BODALLIN,ST50PKT0YHXT,3L6,ST50PT0W40X,,20180924,,,7,,,13,,,185,,,7,,,13,,,48,,,NA,2.55,20180413,20180613
281078,44,7,154,DIAMONDBIRD,ST50PKT0YHXS,3L7,ST50PT0W3HM,,20180903,,,8,,,18,,,330,,,6,,,16,,,55,,,NA,0.5,20180413,20180613
281079,44,8,173,PBW343,ST50PKT0YHXR,3L8,ST50PT0W3CV,,20180815,,,7,,,17,,,363,,,2,,,4,,,75,,,NA,1.19,20180413,20180613
281080,44,9,47,WARIGAL,ST50PKT0YHXQ,3L9,ST50PT0W459,,,20180817,,8,,,18,,,427,,,7,,,15,,,75,,,NA,9.79,20180413,20180613
281081,44,10,131,SUNVALE,ST50PKT0YHXP,3L10,ST50PT0W3N2,,20180808,,,8,,,16,,,345,,,6,,,16,,,60,,,NA,1.89,20180413,20180613
281082,44,11,233,BOLAC,ST50PKT0YHXN,3L11,ST50PT0W324,,20180808,,,8,,,18,,,310,,,4,,,7,,,70,,,NA,0.53,20180413,20180613
281083,44,12,50,BINDAWARRA,ST50PKT0YHXM,3L12,ST50PT0W44P,,20180829,,,8,,,18,,,250,,,13,,,18,,,74,,,NA,19.21,20180413,20180613
281084,45,1,197,MITRE,ST50PKT0YHXL,3M1,ST50PT0W35P,,20180808,,,8,,,16,,,330,,,5,,,1,,,66,,,NA,1.52,20180413,20180613
281085,45,2,194,PARDALOTE,ST50PKT0YHXK,3M2,ST50PT0W367,,,20180917,,8,,,20,,,277,,,2,,,20,,,55,,,NA,0.8,20180413,20180613
281086,45,3,44,COOK,ST50PKT0YHXJ,3M3,ST50PT0W45W,,20180827,,,8,,,16,,,421,,,6,,,16,,,76,,,NA,3.54,20180413,20180613
281087,45,4,246,WAAGAN,ST50PKT0YHXH,3M4,ST50PT0W316,,20180727,,,7,,,16,,,395,,,3,,,2,,,65,,,NA,2.1,20180413,20180613
281088,45,5,115,AMERY,ST50PKT0YHXG,3M5,ST50PT0W3X1,,20180730,,,7,,,14,,,286,,,1,,,2,,,68,,,NA,0.75,20180413,20180613
281089,45,6,2,FESTIGUAY,ST50PKT0YHXF,3M6,ST50PT0W47L,,,,NA,,,21,,,500,,,3,,,4,,,70,,,,,4.72,20180413,20180613
281090,45,7,203,LORIKEET,ST50PKT0YHXD,3M7,ST50PT0W3C2,,20180808,,,8,,,16,,,235,,,10,,,6,,,58,,,NA,1.72,20180413,20180613
281091,45,8,38,CONDOR,ST50PKT0YHXC,3M8,ST50PT0W4B9,,,,,8,,,16,,,360,,,6,,,16,,,60,,,NA,1.14,20180413,20180613
281092,45,9,132,SUNLAND,ST50PKT0YHXB,3M9,ST50PT0W3MT,,20180822,,,9,,,16,,,270,,,6,,,13,,,46,,,ben_95_178_281092_399959820ba7b34e.1543793177_32_1.jpg,3.46,20180413,20180613
281093,45,10,144,SUNBROOK,ST50PKT0YHX9,3M10,ST50PT0W3M3,,20180927,,,10,,,27,,,470,,,5,,,,,,95,,,,8.72,20180413,20180613
281094,45,11,224,PUGSLEY,ST50PKT0YHX8,3M11,ST50PT0W33S,,20181008,,12,,,25,,,490,,,5,,,6,,,89,,,,,9.89,20180413,20180613
281095,45,12,261,CORACK,ST50PKT0YHX7,3M12,ST50PT0W2VG,,20180730,,,7,,,14,,,330,,,10,,,1,,,60,,,NA,4,20180413,20180613
281096,46,1,202,STYLET,ST50PKT0YHX6,3N1,ST50PT0W3CC,,20181008,,NA,,,22,,,450,,,6,,,3,,,105,,,,,9.39,20180413,20180613
281097,46,2,230,TAMMARIN_ROCK,ST50PKT0YHX5,3N2,ST50PT0W32P,,20180801,,,7,,,12,,,245,,,2,,,1,,,58,,,NA,1.23,20180413,20180613
281098,46,3,166,NAVARRE56,ST50PKT0YHX4,3N3,ST50PT0W3F9,,20180921,,13,,,22,,,650,,,13,,,4,,,165,,,,,14.62,20180413,20180613
281099,46,4,78,DOLLARBIRD,ST50PKT0YHX3,3N4,ST50PT0W3ZC,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,NA,20180413,20180613
281100,46,5,217,GBA_RUBY,ST50PKT0YHX2,3N5,ST50PT0W2X6,,20180808,,,8,,,17,,,330,,,2,,,2,,,66,,,NA,1.59,20180413,20180613
281101,46,6,151,FRANCE26,ST50PKT0YHX1,3N6,ST50PT0W3J4,,,,NA,,,17,,,750,,,3,,,1,,,80,,,,,4.81,20180413,20180613
281102,46,7,247,NAPAROO,ST50PKT0YHX0,3N7,ST50PT0W310,,20180831,,NA,,,22,,,430,,,2,,,4,,,72,,,,,3.07,20180413,20180613
281103,46,8,177,WORRAKATTA,ST50PKT0YHWZ,3N8,ST50PT0W39J,,20180806,,,7,,,15,,,255,,,1,,,2,,,58,,,NA,1.1,20180413,20180613
281104,46,9,253,AGT_KATANA,ST50PKT0YHWY,3N9,ST50PT0W2P5,,20180808,,NA,,,17,,,410,,,3,,,0,,,67,,,,,1.09,20180413,20180613
281105,46,10,270,CD87,ST50PKT0YHWX,3N10,ST50PT0W2PH,,20180830,,NA,,,93,,,430,,,4,,,2,,,27,,,,,6.45,20180413,20180613
281106,46,11,155,SNIPE,ST50PKT0YJ03,3N11,ST50PT0W3HF,,20180808,,,8,,,17,,,472,,,14,,,12,,,88,,,NA,3.03,20180413,20180613
281107,46,12,138,LEICHHARDT,ST50PKT0YJ02,3N12,ST50PT0W3K2,,20181008,,NA,,,25,,,1020,,,3,,,3,,,160,,,,,2.58,20180413,20180613
281108,47,1,164,POLAND9,ST50PKT0YJ01,3O1,ST50PT0W3FP,,,,13,,,21,,,910,,,7,,,3,,,130,,,,,8.97,20180413,20180613
281109,47,2,197,MITRE,ST50PKT0YJ00,3O2,ST50PT0W35N,,20180810,,,7,,,14,,,245,,,6,,,1,,,69,,,NA,4.65,20180413,20180613
281110,47,3,267,CHEYENNE,ST50PKT0YHZZ,3O3,ST50PT0W2Q0,,,,,10,,,21,,,676,,,6,,,1,,,98,,,NA,11.17,20180413,20180613
281111,47,4,77,SUNCO,ST50PKT0YHZY,3O4,ST50PT0W3ZG,,20180808,,,8,,,17,,,335,,,12,,,15,,,66,,,NA,3.53,20180413,20180613
281112,47,5,265,DIRK,ST50PKT0YHZX,3O5,ST50PT0W2QF,,20180808,,,8,,,16,,,515,,,6,,,8,,,80,,,NA,4.65,20180413,20180613
281113,47,6,207,YITPI,ST50PKT0YHZW,3O6,ST50PT0W3B9,,20180927,,NA,,,26,,,550,,,,,,5,,,100,,,,,6.89,20180413,20180613
281114,47,7,92,CUNNINGHAM,ST50PKT0YHZV,3O7,ST50PT0W3QR,,20180813,,,8,,,15,,,470,,,4,,,15,,,66,,,NA,3.45,20180413,20180613
281115,47,8,91,REEVES,ST50PKT0YHZT,3O8,ST50PT0W3QY,,20180820,,,8,,,15,,,454,,,6,,,13,,,62,,,NA,4.98,20180413,20180613
281116,47,9,28,LANCER,ST50PKT0YHZS,3O9,ST50PT0W4D6,,20180808,,,9,,,16,,,250,,,6,,,8,,,65,,,NA,1.45,20180413,20180613
281117,47,10,210,DRYSDALE,ST50PKT0YHZR,3O10,ST50PT0W39T,,20180801,,,8,,,18,,,501,,,11,,,2,,,75,,,NA,NA,20180413,20180613
281118,47,11,276,BINNU,ST50PKT0YHZQ,3O11,ST50PT0W2T3,,,,,8,,,15,,,194,,,7,,,15,,,65,,,NA,1.67,20180413,20180613
281119,47,12,181,WYLAH,ST50PKT0YHZP,3O12,ST50PT0W38T,,20180822,,,9,,,15,,,435,,,11,,,15,,,64,,,NA,4.95,20180413,20180613
281120,48,1,13,STEINWEDEL,ST50PKT0YHZN,3P1,ST50PT0W48P,,20180921,,,10,,,23,,,471,,,3,,,5,,,108,,,NA,4.35,20180413,20180613
281121,48,2,252,PEAKE,ST50PKT0YHZM,3P2,ST50PT0W2PD,,20180815,,,8,,,15,,,352,,,8,,,15,,,66,,,NA,2.83,20180413,20180613
281122,48,3,242,FANG,ST50PKT0YHZL,3P3,ST50PT0W2YT,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,NA,20180413,20180613
281123,48,4,149,DALMATIA5,ST50PKT0YHZK,3P4,ST50PT0W3L5,,,,NA,,,17,,,440,,,6,,,4,,,105,,,,,3.58,20180413,20180613
281124,48,5,104,BD231,ST50PKT0YHZJ,3P5,ST50PT0W3Q1,,,,NA,,,20,,,390,,,6,,,2,,,67,,,,,8.4,20180413,20180613
281125,48,6,8,ORION,ST50PKT0YHZH,3P6,ST50PT0W46F,,20180921,,,8,,,19,,,421,,,2,,,19,,,83,,,NA,1.44,20180413,20180613
281126,48,7,78,DOLLARBIRD,ST50PKT0YHZG,3P7,ST50PT0W3ZB,,20180813,,,7,,,17,,,462,,,4,,,4,,,85,,,NA,4.47,20180413,20180613
